################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  3.5610343453600909E-02 a       512     0    21     1    12
  8.2788213230133911E-02 a       513     0    21     1    13
  4.7060184036291863E-02 a       514     0    21     1    14
  3.5798381471620885E-02 a       515     0    21     1    15
 -2.2075154176590495E-01 a       516     0    21     1    16
  2.5331166154543244E-01 a       517     0    21     1    17
 -7.5879683507519918E-02 a       518     0    21     1    18
 -1.5437344866190209E-01 a       519     0    21     1    19
  1.0512120481643192E-01 a       520     0    21     1    20
  3.9236028294064342E-02 a       521     0    21     1    21
  2.6701409879165234E-03 a       522     0    21     1    22
  4.5816260806322721E-02 a       523     0    21     1    23
  2.1532104269153457E-01 a       524     0    21     1    24
  3.1795985576778776E-02 a       525     0    21     1    25
 -1.5785509716166460E-01 a       526     0    22     1     1
 -5.0063560051029143E-01 a       527     0    22     1     2
 -5.1294069197608394E-01 a       528     0    22     1     3
 -7.5308117787632056E-01 a       529     0    22     1     4
  6.6472945818758267E-01 a       530     0    22     1     5
 -8.7645954041694368E-02 a       531     0    22     1     6
 -6.2539725913188693E-01 a       532     0    22     1     7
 -1.9482013994453912E-01 a       533     0    22     1     8
  4.9108868926594490E-01 a       534     0    22     1     9
  5.3815289622131401E-01 a       535     0    22     1    10
 -5.5530483190302168E-02 a       536     0    22     1    11
  2.2765988106750049E-03 a       537     0    22     1    12
  3.3618240636598862E-01 a       538     0    22     1    13
  8.0858018904813134E-01 a       539     0    22     1    14
  6.6743555189283543E-01 a       540     0    22     1    15
 -6.4137737655005778E-01 a       541     0    22     1    16
 -4.0911943495008951E-01 a       542     0    22     1    17
  5.9260963188157734E-01 a       543     0    22     1    18
  3.5660386185836612E-02 a       544     0    22     1    19
 -4.3377515412274953E-01 a       545     0    22     1    20
 -5.8377218791226071E-04 a       546     0    22     1    21
  2.2760866583229469E-02 a       547     0    22     1    22
  5.4843845502162847E-01 a       548     0    22     1    23
 -4.3765215890456688E-01 a       549     0    22     1    24
  2.4456978950612177E-01 a       550     0    22     1    25
  1.4814461519033195E-01 a       551     0    23     1     1
 -7.3422422986283903E-02 a       552     0    23     1     2
 -1.8243666399501540E-01 a       553     0    23     1     3
  1.3215244878955987E-01 a       554     0    23     1     4
 -3.3316994133162442E-01 a       555     0    23     1     5
  5.4070261717540709E-02 a       556     0    23     1     6
  4.3465563014031106E-01 a       557     0    23     1     7
 -8.3461563222301707E-02 a       558     0    23     1     8
  1.4664537612668851E-01 a       559     0    23     1     9
 -1.5607236445404338E-01 a       560     0    23     1    10
  5.4876074803753450E-02 a       561     0    23     1    11
  4.1761723889725301E-02 a       562     0    23     1    12
 -2.8542515759792642E-01 a       563     0    23     1    13
 -2.5165552213539805E-01 a       564     0    23     1    14
  3.4750493227072572E-03 a       565     0    23     1    15
  4.7409052931002220E-02 a       566     0    23     1    16
 -1.2523042743674861E-01 a       567     0    23     1    17
  1.4003899136826131E-01 a       568     0    23     1    18
  2.4251279893889109E-02 a       569     0    23     1    19
 -9.6880227534812430E-02 a       570     0    23     1    20
  5.4253167513244265E-02 a       571     0    23     1    21
 -1.9055223538710447E-01 a       572     0    23     1    22
 -1.6140607601525916E-01 a       573     0    23     1    23
 -2.7480130414992449E-02 a       574     0    23     1    24
  4.9200270568990345E-02 a       575     0    23     1    25
 -4.2454334589558246E-01 a       576     0    24     1     1
  1.1745791019834061E-01 a       577     0    24     1     2
 -4.0081542088548533E-01 a       578     0    24     1     3
  6.1503041732904773E-01 a       579     0    24     1     4
  5.1345707999808654E-01 a       580     0    24     1     5
 -4.4863923278323325E-01 a       581     0    24     1     6
 -5.6034408223837395E-01 a       582     0    24     1     7
  1.2943245284309654E-01 a       583     0    24     1     8
 -2.4256956503422419E-01 a       584     0    24     1     9
  3.1592587549288037E-01 a       585     0    24     1    10
 -7.5934376918262747E-01 a       586     0    24     1    11
 -3.9852461420496599E-01 a       587     0    24     1    12
  4.3157593194007104E-01 a       588     0    24     1    13
  9.9391686401731716E-01 a       589     0    24     1    14
  6.2435777260568359E-01 a       590     0    24     1    15
 -3.0359707421411752E-01 a       591     0    24     1    16
 -3.5162473244161545E-02 a       592     0    24     1    17
 -5.5554919906427325E-01 a       593     0    24     1    18
 -5.9091200227878582E-01 a       594     0    24     1    19
  5.1927759378654637E-01 a       595     0    24     1    20
 -1.3979312007124181E-01 a       596     0    24     1    21
  5.6681631371380037E-01 a       597     0    24     1    22
  5.5060329703010868E-01 a       598     0    24     1    23
 -1.0086909786024266E-01 a       599     0    24     1    24
 -7.0595577690112141E-02 a       600     0    24     1    25
 -1.2631171931552576E-02 a       601     0    25     1     1
 -5.3179967353917046E-01 a       602     0    25     1     2
 -9.5524797334776854E-02 a       603     0    25     1     3
 -2.6393793434332091E-01 a       604     0    25     1     4
  1.8968799711378867E-01 a       605     0    25     1     5
  2.6513797175177117E-01 a       606     0    25     1     6
  2.5842427027200271E-01 a       607     0    25     1     7
  1.7775579224126489E-01 a       608     0    25     1     8
 -5.5572100648463141E-01 a       609     0    25     1     9
  3.0094225307075667E-01 a       610     0    25     1    10
 -1.5315532477172880E-01 a       611     0    25     1    11
  3.9461173364344176E-01 a       612     0    25     1    12
  4.4064321043221788E-01 a       613     0    25     1    13
 -4.9037319386642392E-01 a       614     0    25     1    14
 -4.8113152603292984E-02 a       615     0    25     1    15
 -6.3741443411337820E-02 a       616     0    25     1    16
 -6.8672795641430417E-01 a       617     0    25     1    17
  6.0229935752881292E-01 a       618     0    25     1    18
  9.8487538795217489E-02 a       619     0    25     1    19
 -5.7666844292088704E-01 a       620     0    25     1    20
 -5.3832090344424995E-02 a       621     0    25     1    21
 -3.9125077636069827E-01 a       622     0    25     1    22
  4.3089945894585613E-01 a       623     0    25     1    23
 -2.2787001834298739E-02 a       624     0    25     1    24
  3.5825157499832172E-01 a       625     0    25     1    25
  7.4544470907124821E-02 a       626     0    26     1     1
  1.1890315196627759E-02 a       627     0    26     1     2
 -1.1473518486887588E-01 a       628     0    26     1     3
 -2.8374901985803169E-01 a       629     0    26     1     4
  2.6545741674020784E-01 a       630     0    26     1     5
 -1.1607905166043514E-01 a       631     0    26     1     6
  8.2012698501598660E-02 a       632     0    26     1     7
  3.9817441785961784E-02 a       633     0    26     1     8
  5.3665094767870361E-02 a       634     0    26     1     9
  1.5933238957640983E-01 a       635     0    26     1    10
  1.5666837358749117E-01 a       636     0    26     1    11
 -1.2843638847674923E-02 a       637     0    26     1    12
 -5.6645582659528890E-02 a       638     0    26     1    13
  1.9010419268274234E-01 a       639     0    26     1    14
  1.1173488557985493E-01 a       640     0    26     1    15
  5.2127249715808434E-02 a       641     0    26     1    16
 -1.0045204476507183E-01 a       642     0    26     1    17
  2.5232557165327758E-02 a       643     0    26     1    18
  7.2460252329036474E-03 a       644     0    26     1    19
 -6.0399618089638264E-02 a       645     0    26     1    20
  2.6764892189007437E-02 a       646     0    26     1    21
 -5.2705498090797463E-02 a       647     0    26     1    22
  1.6353382083957071E-01 a       648     0    26     1    23
  3.9931737424861266E-02 a       649     0    26     1    24
  1.3542769903829521E-01 a       650     0    26     1    25
  9.8515086988117367E-02 a       651     0    27     1     1
  4.2847819655608582E-01 a       652     0    27     1     2
  5.1126333595980200E-01 a       653     0    27     1     3
  5.7625065450243673E-01 a       654     0    27     1     4
 -2.0601688355723496E-01 a       655     0    27     1     5
  2.7634534087985529E-01 a       656     0    27     1     6
 -3.0529694494406201E-01 a       657     0    27     1     7
  1.8924521075864321E-02 a       658     0    27     1     8
 -6.1012951085260136E-01 a       659     0    27     1     9
 -5.0621551014738253E-01 a       660     0    27     1    10
  2.7483461977745322E-01 a       661     0    27     1    11
 -3.9518584229370868E-01 a       662     0    27     1    12
  1.7790172596754220E-01 a       663     0    27     1    13
 -1.2540906928399482E+00 a       664     0    27     1    14
 -6.8443962123174140E-01 a       665     0    27     1    15
 -3.0250078090480853E-01 a       666     0    27     1    16
  6.5489544863144855E-01 a       667     0    27     1    17
 -6.8131968874782012E-01 a       668     0    27     1    18
 -4.6661690223633666E-02 a       669     0    27     1    19
  3.6834719517460929E-01 a       670     0    27     1    20
 -2.7990753877026302E-02 a       671     0    27     1    21
 -7.4570847207767387E-03 a       672     0    27     1    22
 -4.7369831815538804E-01 a       673     0    27     1    23
 -2.5911068808923560E-01 a       674     0    27     1    24
 -4.7470320425827506E-01 a       675     0    27     1    25
 -6.4535399768771401E-02 a       676     0    28     1     1
  6.1870830626713197E-02 a       677     0    28     1     2
  1.3754789715041174E-01 a       678     0    28     1     3
  7.4700035343966478E-02 a       679     0    28     1     4
 -2.6171607227064242E-01 a       680     0    28     1     5
  2.5115237187634636E-02 a       681     0    28     1     6
  1.8744535421048431E-01 a       682     0    28     1     7
  3.8295438445248048E-02 a       683     0    28     1     8
  2.1762024760199047E-01 a       684     0    28     1     9
 -1.5852415763992902E-02 a       685     0    28     1    10
 -9.1222091072646214E-02 a       686     0    28     1    11
  2.3835601576763629E-01 a       687     0    28     1    12
 -1.0393508054535364E-01 a       688     0    28     1    13
  1.9662246202658101E-01 a       689     0    28     1    14
 -1.0932964205567876E-01 a       690     0    28     1    15
  2.7771512845649460E-01 a       691     0    28     1    16
  1.8628031986228552E-01 a       692     0    28     1    17
  2.4975123348497225E-01 a       693     0    28     1    18
  5.2715370169630398E-02 a       694     0    28     1    19
  2.0341592593549600E-02 a       695     0    28     1    20
  5.0264728396330763E-03 a       696     0    28     1    21
  9.1927523761824323E-02 a       697     0    28     1    22
 -3.5904421967288430E-01 a       698     0    28     1    23
  1.8850815170192722E-01 a       699     0    28     1    24
 -1.6391505367388228E-02 a       700     0    28     1    25
  5.0081231345840194E-01 a       701     0    29     1     1
  4.0869293976495163E-01 a       702     0    29     1     2
  7.4897745873451671E-01 a       703     0    29     1     3
 -6.5064202102360758E-01 a       704     0    29     1     4
 -1.1056215059996928E-01 a       705     0    29     1     5
  2.2502255957473782E-01 a       706     0    29     1     6
 -2.1278334080925768E-01 a       707     0    29     1     7
 -2.4113854706366816E-01 a       708     0    29     1     8
  9.0999993475310625E-02 a       709     0    29     1     9
  7.1637556287957316E-02 a       710     0    29     1    10
  4.3993465062104598E-01 a       711     0    29     1    11
  2.4314137452025111E-01 a       712     0    29     1    12
 -3.4637085303359566E-01 a       713     0    29     1    13
 -6.9903381170398637E-01 a       714     0    29     1    14
 -2.6976793847790298E-01 a       715     0    29     1    15
  5.5639368436613557E-01 a       716     0    29     1    16
  6.2017985800167874E-01 a       717     0    29     1    17
  1.0680668456026338E-01 a       718     0    29     1    18
  7.9832655203143932E-01 a       719     0    29     1    19
  2.1894548237848688E-01 a       720     0    29     1    20
 -3.8049356686115549E-01 a       721     0    29     1    21
 -9.8417582675774315E-02 a       722     0    29     1    22
  2.1363428794199626E-01 a       723     0    29     1    23
  4.8668756952502257E-01 a       724     0    29     1    24
  2.0409342198426364E-01 a       725     0    29     1    25
  8.3692383250222668E-01 a       726     0    30     1     1
  1.4885042593300368E-01 a       727     0    30     1     2
 -6.7710080643261850E-01 a       728     0    30     1     3
 -9.5783184178284209E-01 a       729     0    30     1     4
  6.2358974973294301E-01 a       730     0    30     1     5
  1.7972278297639938E-02 a       731     0    30     1     6
 -7.4065421813644436E-02 a       732     0    30     1     7
 -4.1557051685922726E-02 a       733     0    30     1     8
  3.6411098175077461E-01 a       734     0    30     1     9
  8.6134331180153817E-02 a       735     0    30     1    10
  4.3752692208704376E-02 a       736     0    30     1    11
  2.0195299069281802E-02 a       737     0    30     1    12
 -6.6469363477601739E-01 a       738     0    30     1    13
  6.5984674127444642E-01 a       739     0    30     1    14
  1.1053137989212007E+00 a       740     0    30     1    15
  3.4580274868817082E-02 a       741     0    30     1    16
 -7.3789830775835008E-02 a       742     0    30     1    17
 -6.4192490346368791E-01 a       743     0    30     1    18
 -4.8525383910958070E-01 a       744     0    30     1    19
 -1.4252173707280927E-01 a       745     0    30     1    20
  4.8350989492747709E-01 a       746     0    30     1    21
 -3.3281795497205273E-02 a       747     0    30     1    22
  6.4519469437468369E-01 a       748     0    30     1    23
  7.6281207864558842E-01 a       749     0    30     1    24
  7.1855836655067465E-02 a       750     0    30     1    25
 -5.8123638014587886E-01 a       751     0    31     1     1
 -7.0084986727685117E-01 a       752     0    31     1     2
  1.8947593651677661E-01 a       753     0    31     1     3
  3.0004867894760640E-01 a       754     0    31     1     4
 -1.7014075000200876E-01 a       755     0    31     1     5
 -3.7222009279521295E-01 a       756     0    31     1     6
 -1.6939951059114994E-01 a       757     0    31     1     7
  4.1528481740787349E-01 a       758     0    31     1     8
 -6.6717654010006955E-01 a       759     0    31     1     9
  4.7426456514155096E-01 a       760     0    31     1    10
  1.9743613262219194E-02 a       761     0    31     1    11
 -1.9240771124411213E-01 a       762     0    31     1    12
  1.5954661637063514E-01 a       763     0    31     1    13
  1.3877579337920959E-01 a       764     0    31     1    14
 -1.2237583974485218E+00 a       765     0    31     1    15
  4.8701274260925081E-01 a       766     0    31     1    16
 -1.9320187361866900E-01 a       767     0    31     1    17
  3.6569084994303996E-01 a       768     0    31     1    18
  2.7928400120362133E-02 a       769     0    31     1    19
  8.1708648483873969E-01 a       770     0    31     1    20
 -9.1130814465249432E-01 a       771     0    31     1    21
  6.8117077120960989E-02 a       772     0    31     1    22
  6.0766614375843901E-02 a       773     0    31     1    23
  2.0472119765107769E-01 a       774     0    31     1    24
  1.4193023951726400E-01 a       775     0    31     1    25
  2.5534346366670430E-02 b       776     1     1
 -4.9405169459022147E-01 b       777     1     2
 -9.5547192105802398E-02 b       778     1     3
  2.2114037007281212E-01 b       779     1     4
  4.1926927791829360E-01 b       780     1     5
  1.8198626027233306E-01 b       781     1     6
  1.5015634892608709E-01 b       782     1     7
  3.7316612256644471E-01 b       783     1     8
  8.2202993168526955E-03 b       784     1     9
 -1.3653364384931929E-01 b       785     1    10
  4.2991136869478347E-01 b       786     1    11
  4.8515426807839372E-02 b       787     1    12
  3.1616175869283608E-01 b       788     1    13
  1.7103789968473676E-01 b       789     1    14
 -3.6391094497312176E-01 b       790     1    15
 -2.8061018593244663E-01 b       791     1    16
  3.0585266408540474E-01 b       792     1    17
  1.5895472824750492E-01 b       793     1    18
  1.1098478007023206E-01 b       794     1    19
 -3.0610236497388055E-01 b       795     1    20
  4.0954654039949245E-01 b       796     1    21
 -3.5295812377680996E-01 b       797     1    22
  9.6289044892891848E-02 b       798     1    23
  5.8866382695838673E-02 b       799     1    24
 -4.7060093665171532E-01 b       800     1    25
  5.2172315776931466E-01 a       801     1     1     2     1
  6.9030557972736703E-02 a       802     1     1     2     2
 -2.1026506181865889E-01 a       803     1     1     2     3
 -4.6682326537202445E-01 a       804     1     1     2     4
  6.4498716700888803E-02 a       805     1     1     2     5
  7.5410855884437311E-01 a       806     1     1     2     6
  1.9813379291629549E-01 a       807     1     1     2     7
  5.1773422530993085E-01 a       808     1     1     2     8
  9.3195740076948003E-02 a       809     1     1     2     9
 -1.1833498385244746E-01 a       810     1     1     2    10
 -5.0898037672945096E-01 a       811     1     1     2    11
 -4.8737122649352765E-01 a       812     1     1     2    12
  1.5294534736932131E-01 a       813     1     1     2    13
 -2.7260538443006765E-01 a       814     1     1     2    14
  1.1492605770186019E-01 a       815     1     1     2    15
 -4.7046023800097708E-01 a       816     1     1     2    16
  1.5123413920445231E-01 a       817     1     1     2    17
 -5.3096737212220280E-01 a       818     1     1     2    18
 -7.5312112183138324E-01 a       819     1     1     2    19
  3.6548365666958155E-01 a       820     1     1     2    20
  3.6504553810242452E-02 a       821     1     1     2    21
  6.5719467431655598E-01 a       822     1     1     2    22
  5.2404808006892289E-01 a       823     1     1     2    23
 -2.7851431637725105E-01 a       824     1     1     2    24
 -4.7093158055300033E-01 a       825     1     1     2    25
 -2.2971258754027876E-01 a       826     1     2     2     1
 -7.6774835755881787E-01 a       827     1     2     2     2
  3.2684822474868519E-01 a       828     1     2     2     3
 -8.1558109016921843E-02 a       829     1     2     2     4
 -1.5685951513245000E-01 a       830     1     2     2     5
  1.4671948191608270E-02 a       831     1     2     2     6
 -1.2566086304167812E+00 a       832     1     2     2     7
 -6.0948262774030915E-01 a       833     1     2     2     8
  5.8324096432827111E-01 a       834     1     2     2     9
  1.5963487609300286E-01 a       835     1     2     2    10
  8.5907544301819128E-01 a       836     1     2     2    11
  3.1557813733796924E-01 a       837     1     2     2    12
  7.9554969643901574E-01 a       838     1     2     2    13
  4.1543828844038672E-01 a       839     1     2     2    14
  2.4882198097898725E-02 a       840     1     2     2    15
  1.3456930173511392E-01 a       841     1     2     2    16
 -3.5903646236735792E-01 a       842     1     2     2    17
 -1.2152078055601687E-01 a       843     1     2     2    18
  8.1410115231578006E-01 a       844     1     2     2    19
 -2.2527146113032653E-01 a       845     1     2     2    20
  4.7364249436644881E-03 a       846     1     2     2    21
  2.6755524136459369E-01 a       847     1     2     2    22
 -2.5262557592396950E-01 a       848     1     2     2    23
  6.8982309502364364E-02 a       849     1     2     2    24
  5.6450340973933713E-02 a       850     1     2     2    25
 -6.6789129292727692E-02 a       851     1     3     2     1
 -1.8868378752651790E-01 a       852     1     3     2     2
 -1.2248047027837512E-01 a       853     1     3     2     3
 -9.3072584620922338E-01 a       854     1     3     2     4
 -1.1062841171149769E+00 a       855     1     3     2     5
 -5.0649814963343787E-01 a       856     1     3     2     6
 -1.3104175904913831E-01 a       857     1     3     2     7
  3.5980558906026949E-01 a       858     1     3     2     8
  5.7318976546056402E-02 a       859     1     3     2     9
 -3.6058363741502834E-02 a       860     1     3     2    10
  2.1291583246485052E-01 a       861     1     3     2    11
 -2.6897180074066548E-02 a       862     1     3     2    12
  3.3816513956539684E-01 a       863     1     3     2    13
 -1.8420199925869932E-01 a       864     1     3     2    14
  4.6058307345815799E-02 a       865     1     3     2    15
 -3.5510534955045875E-01 a       866     1     3     2    16
  8.7066072438128594E-01 a       867     1     3     2    17
 -1.7185628789239824E-02 a       868     1     3     2    18
  7.4181581863375801E-03 a       869     1     3     2    19
 -9.4029472856923618E-02 a       870     1     3     2    20
 -2.8213564108053002E-01 a       871     1     3     2    21
 -3.1457918718300587E-01 a       872     1     3     2    22
 -7.2684561553243319E-03 a       873     1     3     2    23
 -5.0768455089630449E-01 a       874     1     3     2    24
  3.9752767322035770E-01 a       875     1     3     2    25
 -8.4427860189979526E-02 a       876     1     4     2     1
  6.9198018072473300E-01 a       877     1     4     2     2
 -4.0707466184017294E-01 a       878     1     4     2     3
  4.1917798539960144E-01 a       879     1     4     2     4
  3.3951725838311651E-02 a       880     1     4     2     5
  2.6809128022063283E-01 a       881     1     4     2     6
  4.3436009328847913E-01 a       882     1     4     2     7
 -4.3638784833618310E-01 a       883     1     4     2     8
  3.1993377429251915E-02 a       884     1     4     2     9
  1.1647851114016919E-01 a       885     1     4     2    10
  3.7086110315774795E-01 a       886     1     4     2    11
 -2.8931720370558034E-01 a       887     1     4     2    12
 -9.1579670015710546E-02 a       888     1     4     2    13
  1.8657352104851377E-01 a       889     1     4     2    14
 -1.2821060991760228E-01 a       890     1     4     2    15
 -3.4281335455784642E-02 a       891     1     4     2    16
 -2.1879240210776593E-01 a       892     1     4     2    17
 -3.8762913414161709E-01 a       893     1     4     2    18
 -5.3170701787299424E-01 a       894     1     4     2    19
  1.1128304621023648E-01 a       895     1     4     2    20
  2.1538349943056745E-01 a       896     1     4     2    21
  3.3485271562054736E-01 a       897     1     4     2    22
  3.2175840076320938E-01 a       898     1     4     2    23
 -2.5911954264219650E-01 a       899     1     4     2    24
 -8.7255120218492743E-02 a       900     1     4     2    25
  1.2795333827715152E-01 a       901     1     5     2     1
  7.5809121028281545E-01 a       902     1     5     2     2
  3.2502040552434319E-01 a       903     1     5     2     3
  1.6104185184241998E-01 a       904     1     5     2     4
  4.0255014797176852E-01 a       905     1     5     2     5
 -1.3552816301942988E-01 a       906     1     5     2     6
 -9.6370154171211586E-02 a       907     1     5     2     7
 -8.8307017097896956E-01 a       908     1     5     2     8
  6.3373636882366885E-02 a       909     1     5     2     9
 -3.0840363311293623E-01 a       910     1     5     2    10
 -1.1283766022995997E-01 a       911     1     5     2    11
 -5.8413465285527655E-01 a       912     1     5     2    12
 -1.5272177077900162E-01 a       913     1     5     2    13
 -5.0244424464285932E-02 a       914     1     5     2    14
 -3.5547908942558948E-01 a       915     1     5     2    15
  1.4027440534148736E-01 a       916     1     5     2    16
 -3.8708813652394730E-01 a       917     1     5     2    17
  4.5651838915259452E-01 a       918     1     5     2    18
  2.5579730136314022E-01 a       919     1     5     2    19
 -3.3561584762430666E-02 a       920     1     5     2    20
 -2.0793111860549912E-01 a       921     1     5     2    21
  5.2208291743821300E-01 a       922     1     5     2    22
  4.2321531174144372E-01 a       923     1     5     2    23
  1.7673007165848439E-01 a       924     1     5     2    24
 -3.5175211049176525E-01 a       925     1     5     2    25
 -3.9419691597836209E-01 a       926     1     6     2     1
 -1.4696239646704337E-01 a       927     1     6     2     2
  3.4152652685899121E-01 a       928     1     6     2     3
 -4.1054097284046870E-01 a       929     1     6     2     4
  4.6065373162697959E-01 a       930     1     6     2     5
 -2.7363010530307330E-01 a       931     1     6     2     6
  2.9809352434093056E-01 a       932     1     6     2     7
  1.2423987265503664E+00 a       933     1     6     2     8
  3.0469346954631704E-01 a       934     1     6     2     9
 -4.3452216623176623E-02 a       935     1     6     2    10
  1.0717482558305104E-01 a       936     1     6     2    11
 -1.0873146208825802E-03 a       937     1     6     2    12
  5.7092589133439864E-01 a       938     1     6     2    13
  2.6714028071635937E-01 a       939     1     6     2    14
 -3.2506334859063474E-01 a       940     1     6     2    15
  3.7387282030896953E-02 a       941     1     6     2    16
  1.2053611330353438E-01 a       942     1     6     2    17
  2.6380360026590355E-01 a       943     1     6     2    18
  9.0799941125388572E-01 a       944     1     6     2    19
 -4.5267192175282334E-01 a       945     1     6     2    20
  6.2828466495446000E-01 a       946     1     6     2    21
 -3.0263563682106148E-01 a       947     1     6     2    22
 -1.2163396065906022E-01 a       948     1     6     2    23
 -4.2116632023353023E-01 a       949     1     6     2    24
  5.7404183483080029E-01 a       950     1     6     2    25
  2.0937856073927749E-01 a       951     1     7     2     1
  4.1443514202992005E-01 a       952     1     7     2     2
  6.1782847859875166E-02 a       953     1     7     2     3
 -8.9159561069180948E-01 a       954     1     7     2     4
 -8.0641222525354062E-01 a       955     1     7     2     5
 -1.5126124234640237E-01 a       956     1     7     2     6
 -2.2181228186864227E-01 a       957     1     7     2     7
  8.9075219488954721E-02 a       958     1     7     2     8
  1.2601181064843303E-01 a       959     1     7     2     9
 -6.8949295077544062E-02 a       960     1     7     2    10
 -2.2953138481098742E-01 a       961     1     7     2    11
 -5.0538829660467265E-02 a       962     1     7     2    12
  2.7662770981078511E-01 a       963     1     7     2    13
 -3.9736986605445962E-01 a       964     1     7     2    14
 -3.6446953286607447E-01 a       965     1     7     2    15
  2.2794085796979904E-01 a       966     1     7     2    16
  8.7703017922558787E-02 a       967     1     7     2    17
  4.8102195350814292E-01 a       968     1     7     2    18
  7.3406476195700510E-01 a       969     1     7     2    19
 -3.1504129075209036E-01 a       970     1     7     2    20
 -2.0151181074844676E-02 a       971     1     7     2    21
  2.1108156322131361E-01 a       972     1     7     2    22
 -1.3895106914004654E-01 a       973     1     7     2    23
  5.8185623902183965E-02 a       974     1     7     2    24
  2.4699346479447651E-01 a       975     1     7     2    25
 -1.2636487936687404E+00 a       976     1     8     2     1
 -3.4111805247153149E-01 a       977     1     8     2     2
 -7.6961843252737483E-04 a       978     1     8     2     3
 -4.6256485026109956E-01 a       979     1     8     2     4
 -1.2745060202697036E+00 a       980     1     8     2     5
 -5.9924344976228172E-01 a       981     1     8     2     6
 -5.1500672549471582E-01 a       982     1     8     2     7
  1.2406873108526015E+00 a       983     1     8     2     8
  1.7626320296728198E-01 a       984     1     8     2     9
  8.1461216294291505E-01 a       985     1     8     2    10
 -3.5592358746876784E-01 a       986     1     8     2    11
  7.4394626177755263E-01 a       987     1     8     2    12
 -7.8468507653685926E-01 a       988     1     8     2    13
 -2.2434941371251241E-01 a       989     1     8     2    14
  4.9055358855514852E-01 a       990     1     8     2    15
  3.0151702112840850E-01 a       991     1     8     2    16
 -3.3707823787978847E-02 a       992     1     8     2    17
 -5.1942159072716565E-01 a       993     1     8     2    18
 -4.8178499402808145E-01 a       994     1     8     2    19
 -2.4043117297565900E-01 a       995     1     8     2    20
  1.2116653725089324E+00 a       996     1     8     2    21
 -5.7212668442844372E-01 a       997     1     8     2    22
 -7.0533738067900398E-01 a       998     1     8     2    23
 -5.6611376602631214E-02 a       999     1     8     2    24
  1.1688760045197368E-02 a      1000     1     8     2    25
 -3.0601368584406369E-01 a      1001     1     9     2     1
 -3.1479435673555106E-01 a      1002     1     9     2     2
 -2.0050236773102526E-01 a      1003     1     9     2     3
  2.3233746330438951E-01 a      1004     1     9     2     4
 -1.0058747321742091E-01 a      1005     1     9     2     5
  5.7182087336793155E-02 a      1006     1     9     2     6
  2.6842893972262211E-01 a      1007     1     9     2     7
  2.1976070073114334E-01 a      1008     1     9     2     8
 -1.0408415804857735E-02 a      1009     1     9     2     9
  4.6752629533652962E-01 a      1010     1     9     2    10
  1.6843366503331750E-01 a      1011     1     9     2    11
  5.5598271106041008E-01 a      1012     1     9     2    12
 -2.4671037320370010E-01 a      1013     1     9     2    13
 -3.1336402615021540E-02 a      1014     1     9     2    14
  8.8252763510568891E-02 a      1015     1     9     2    15
  1.3347768062819190E-01 a      1016     1     9     2    16
  1.1079408043532685E-01 a      1017     1     9     2    17
 -2.7912120363221071E-01 a      1018     1     9     2    18
 -3.4100185973699260E-01 a      1019     1     9     2    19
 -3.1816752419829746E-03 a      1020     1     9     2    20
  4.7621766325050474E-01 a      1021     1     9     2    21
 -7.5739938004574203E-01 a      1022     1     9     2    22
 -6.0378360432659473E-01 a      1023     1     9     2    23
  1.8016469665086913E-03 a      1024     1     9     2    24
 -6.7676967021839275E-03 a      1025     1     9     2    25
 -1.5113368312812492E-01 a      1026     1    10     2     1
 -2.2799842901315093E-01 a      1027     1    10     2     2
 -3.0193459203044987E-01 a      1028     1    10     2     3
  1.7770864983054371E-02 a      1029     1    10     2     4
  3.4059592530390548E-01 a      1030     1    10     2     5
  1.0208966000450192E-02 a      1031     1    10     2     6
  3.7861140316504494E-01 a      1032     1    10     2     7
  4.6792082901938603E-01 a      1033     1    10     2     8
  2.5030425447732835E-01 a      1034     1    10     2     9
  6.4268532774707329E-02 a      1035     1    10     2    10
  2.6138248771867706E-01 a      1036     1    10     2    11
  5.7979806978425785E-01 a      1037     1    10     2    12
 -3.9131608389074191E-01 a      1038     1    10     2    13
  7.4966453199710759E-01 a      1039     1    10     2    14
  3.0427452312759745E-01 a      1040     1    10     2    15
 -5.4804600584274021E-01 a      1041     1    10     2    16
 -5.5463020224505510E-01 a      1042     1    10     2    17
  2.9983526512288866E-01 a      1043     1    10     2    18
 -3.3925938793174520E-01 a      1044     1    10     2    19
  2.2022617231645006E-01 a      1045     1    10     2    20
  1.8834847348456524E-01 a      1046     1    10     2    21
 -5.8038918791583471E-01 a      1047     1    10     2    22
  5.0768285663754707E-02 a      1048     1    10     2    23
 -2.0188829396373884E-01 a      1049     1    10     2    24
 -1.3443208807639792E-01 a      1050     1    10     2    25
 -1.1335467073364397E-01 a      1051     1    11     2     1
  2.7876878488458867E-01 a      1052     1    11     2     2
 -1.0096716361537779E-01 a      1053     1    11     2     3
