################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
  4.2320269538034971E-01 a      1072     1    12     2    22
 -5.3568969983407966E-01 a      1073     1    12     2    23
  1.4778458828703861E-01 a      1074     1    12     2    24
 -6.5779302311772581E-01 a      1075     1    12     2    25
 -1.0238266427592124E-03 a      1076     1    13     2     1
 -5.2719836447236279E-01 a      1077     1    13     2     2
 -3.4061933549038059E-01 a      1078     1    13     2     3
  3.9699565424290001E-01 a      1079     1    13     2     4
 -3.3546607758212532E-01 a      1080     1    13     2     5
 -1.7297169554182054E-01 a      1081     1    13     2     6
 -2.9298484674900949E-01 a      1082     1    13     2     7
  3.1501758538532115E-01 a      1083     1    13     2     8
  3.4223993610457570E-01 a      1084     1    13     2     9
 -6.5876063033370333E-02 a      1085     1    13     2    10
  6.3358104323360398E-01 a      1086     1    13     2    11
 -6.0137103394799815E-02 a      1087     1    13     2    12
 -3.9566754560130862E-01 a      1088     1    13     2    13
  3.1435884121942181E-01 a      1089     1    13     2    14
  3.6405531537109659E-01 a      1090     1    13     2    15
  1.0055022294406192E-01 a      1091     1    13     2    16
 -6.1187983307795957E-01 a      1092     1    13     2    17
  2.5831614098835559E-01 a      1093     1    13     2    18
 -2.5590006811949867E-01 a      1094     1    13     2    19
 -1.6424147955924503E-01 a      1095     1    13     2    20
 -4.6918605529994289E-01 a      1096     1    13     2    21
  6.4124683781116676E-01 a      1097     1    13     2    22
 -5.7506639647014146E-01 a      1098     1    13     2    23
  3.9070621865878126E-02 a      1099     1    13     2    24
 -7.0710503058370422E-01 a      1100     1    13     2    25
  1.8223936335854149E-01 a      1101     1    14     2     1
  5.8888991268201551E-01 a      1102     1    14     2     2
 -2.2416357490116542E-01 a      1103     1    14     2     3
  4.3354544152163477E-01 a      1104     1    14     2     4
  1.0013356330213179E+00 a      1105     1    14     2     5
 -2.9307079439923039E-01 a      1106     1    14     2     6
  3.0771593314061485E-01 a      1107     1    14     2     7
  2.0443871931368027E-01 a      1108     1    14     2     8
 -1.2893917667795748E-01 a      1109     1    14     2     9
  1.4015243166125446E-01 a      1110     1    14     2    10
 -8.4312735972374153E-01 a      1111     1    14     2    11
  7.4173461577043420E-01 a      1112     1    14     2    12
  2.2121998705199872E-01 a      1113     1    14     2    13
  1.7684880800825881E-01 a      1114     1    14     2    14
 -7.9360798729024823E-02 a      1115     1    14     2    15
 -1.5302755502477118E-02 a      1116     1    14     2    16
  7.4085122729014352E-01 a      1117     1    14     2    17
  2.5009360490045707E-01 a      1118     1    14     2    18
  1.1031988340693801E+00 a      1119     1    14     2    19
  6.5407380951467156E-02 a      1120     1    14     2    20
  2.2333274240530263E-01 a      1121     1    14     2    21
  5.6995126947726915E-01 a      1122     1    14     2    22
 -3.4977056003586263E-02 a      1123     1    14     2    23
  5.3874570278832212E-01 a      1124     1    14     2    24
  2.0602637760040335E-01 a      1125     1    14     2    25
  3.0468257378663044E-01 a      1126     1    15     2     1
 -1.4310741289084852E-01 a      1127     1    15     2     2
 -1.1850573483731842E-01 a      1128     1    15     2     3
  1.6566070836916746E-01 a      1129     1    15     2     4
  1.1226058003087835E-01 a      1130     1    15     2     5
 -1.9188034702458967E-01 a      1131     1    15     2     6
 -3.4330206918335798E-01 a      1132     1    15     2     7
  1.5523972399766148E-01 a      1133     1    15     2     8
 -1.5708438181045109E-01 a      1134     1    15     2     9
  4.9049454332428806E-02 a      1135     1    15     2    10
 -1.0177169855047975E-01 a      1136     1    15     2    11
 -4.3924751816360619E-01 a      1137     1    15     2    12
 -5.1171017599850877E-01 a      1138     1    15     2    13
 -5.1837115992381799E-01 a      1139     1    15     2    14
  6.7936992733974610E-01 a      1140     1    15     2    15
 -5.4718196333472513E-01 a      1141     1    15     2    16
  1.5375495987593044E-01 a      1142     1    15     2    17
 -5.7620637486623751E-02 a      1143     1    15     2    18
 -2.6648397015890340E-01 a      1144     1    15     2    19
  4.9242297415162312E-01 a      1145     1    15     2    20
  4.3394573683930938E-02 a      1146     1    15     2    21
  2.7466704971054451E-01 a      1147     1    15     2    22
  4.3978360539895334E-01 a      1148     1    15     2    23
 -5.8842584559852196E-01 a      1149     1    15     2    24
 -2.4423118700602520E-01 a      1150     1    15     2    25
  2.1439531347930976E-01 a      1151     1    16     2     1
  1.8649523478129912E-01 a      1152     1    16     2     2
  5.5227117193420321E-02 a      1153     1    16     2     3
 -7.7011998899282202E-02 a      1154     1    16     2     4
  3.7061451918962268E-01 a      1155     1    16     2     5
 -5.3469008209142459E-02 a      1156     1    16     2     6
  9.1802710313188984E-02 a      1157     1    16     2     7
 -3.7280955224971940E-01 a      1158     1    16     2     8
  4.3757152535684173E-04 a      1159     1    16     2     9
 -1.9042806896142173E-01 a      1160     1    16     2    10
 -2.2591971989850093E-01 a      1161     1    16     2    11
  1.2244153805654173E-01 a      1162     1    16     2    12
 -6.8048648064833051E-01 a      1163     1    16     2    13
  3.7750669510571427E-01 a      1164     1    16     2    14
 -1.0358168862081293E-02 a      1165     1    16     2    15
 -7.2529998608983770E-01 a      1166     1    16     2    16
  9.3829988773534578E-01 a      1167     1    16     2    17
 -1.1834046742185180E-02 a      1168     1    16     2    18
 -3.0067674682484724E-01 a      1169     1    16     2    19
  1.4749649223224709E-01 a      1170     1    16     2    20
  1.5180695993371993E-01 a      1171     1    16     2    21
  8.6982071806211941E-04 a      1172     1    16     2    22
 -1.3753360639569470E-01 a      1173     1    16     2    23
 -2.9400379977283175E-01 a      1174     1    16     2    24
  4.7326876383267769E-01 a      1175     1    16     2    25
 -2.2769720407028335E-01 a      1176     1    17     2     1
 -5.3830474855000665E-01 a      1177     1    17     2     2
 -2.6391416820792685E-01 a      1178     1    17     2     3
  3.7121827942040497E-01 a      1179     1    17     2     4
 -2.4601363172084476E-01 a      1180     1    17     2     5
  3.1070896659564903E-02 a      1181     1    17     2     6
 -5.9484556307649603E-03 a      1182     1    17     2     7
 -4.5793257982778446E-01 a      1183     1    17     2     8
  1.6685682904934840E-01 a      1184     1    17     2     9
  6.9203501609461449E-01 a      1185     1    17     2    10
  3.4925718122644633E-01 a      1186     1    17     2    11
  1.9003066646429820E-01 a      1187     1    17     2    12
 -7.5997108884395792E-01 a      1188     1    17     2    13
 -2.9194556797473564E-01 a      1189     1    17     2    14
  3.1146115104758387E-01 a      1190     1    17     2    15
  2.8503276843364544E-01 a      1191     1    17     2    16
 -4.5401283077495930E-01 a      1192     1    17     2    17
  5.4530214530585386E-01 a      1193     1    17     2    18
  8.4671448975344221E-01 a      1194     1    17     2    19
  7.3325773371965330E-01 a      1195     1    17     2    20
  3.2099113169098814E-01 a      1196     1    17     2    21
  4.1050246789011768E-01 a      1197     1    17     2    22
 -2.9855698586327556E-01 a      1198     1    17     2    23
  1.9518134127883288E-01 a      1199     1    17     2    24
  3.3084128000105306E-01 a      1200     1    17     2    25
 -1.4357427721937646E-01 a      1201     1    18     2     1
 -1.2628361482939779E-01 a      1202     1    18     2     2
 -1.8062434197236985E-01 a      1203     1    18     2     3
 -1.3779128508551650E-01 a      1204     1    18     2     4
  2.8779163736223518E-01 a      1205     1    18     2     5
  1.2602815534921274E-01 a      1206     1    18     2     6
 -1.0064061607106305E-01 a      1207     1    18     2     7
  3.6333894571827829E-01 a      1208     1    18     2     8
 -3.4653999087760214E-02 a      1209     1    18     2     9
 -4.5106325625412524E-01 a      1210     1    18     2    10
 -2.5582058760259635E-01 a      1211     1    18     2    11
 -3.7339543530012148E-01 a      1212     1    18     2    12
  1.3699282147065701E+00 a      1213     1    18     2    13
 -1.1321050106585574E-01 a      1214     1    18     2    14
 -3.1042337808460735E-01 a      1215     1    18     2    15
 -1.4162077283363467E-01 a      1216     1    18     2    16
 -4.6260888320412719E-01 a      1217     1    18     2    17
 -5.1982211049227220E-02 a      1218     1    18     2    18
  7.9250270262359634E-01 a      1219     1    18     2    19
  6.9934500591684753E-02 a      1220     1    18     2    20
 -5.1046561070851263E-03 a      1221     1    18     2    21
  4.2881586238147945E-01 a      1222     1    18     2    22
  2.4411374855462195E-01 a      1223     1    18     2    23
  1.3791655566370905E-02 a      1224     1    18     2    24
  7.1949260160911702E-02 a      1225     1    18     2    25
  1.5102792505814212E-02 a      1226     1    19     2     1
  1.2233544299392880E+00 a      1227     1    19     2     2
  5.3852499447214286E-01 a      1228     1    19     2     3
 -3.6283524145710411E-01 a      1229     1    19     2     4
 -1.3853189379215247E-01 a      1230     1    19     2     5
  8.6262951107943264E-01 a      1231     1    19     2     6
 -4.8256648854316880E-01 a      1232     1    19     2     7
  2.0193545891220274E-01 a      1233     1    19     2     8
 -5.2866568594983065E-01 a      1234     1    19     2     9
 -1.0055322200145254E+00 a      1235     1    19     2    10
 -4.2332890932092437E-01 a      1236     1    19     2    11
 -1.6512025171641095E-01 a      1237     1    19     2    12
  1.2309304630759548E+00 a      1238     1    19     2    13
 -2.2039985991954919E-01 a      1239     1    19     2    14
 -8.8507999205293550E-02 a      1240     1    19     2    15
 -8.6541153026446527E-01 a      1241     1    19     2    16
 -2.4767707376962597E-01 a      1242     1    19     2    17
 -3.9059920052078129E-01 a      1243     1    19     2    18
 -4.9904857717752238E-01 a      1244     1    19     2    19
 -1.8059866082783113E-01 a      1245     1    19     2    20
 -7.5217696894395891E-01 a      1246     1    19     2    21
  5.4814101586774466E-01 a      1247     1    19     2    22
 -1.9624359818093427E-02 a      1248     1    19     2    23
  1.9173698167184328E-02 a      1249     1    19     2    24
 -2.5263303209787324E-01 a      1250     1    19     2    25
 -3.8692115949327865E-01 a      1251     1    20     2     1
 -3.2168364022096013E-01 a      1252     1    20     2     2
  1.8983535451691541E-01 a      1253     1    20     2     3
  2.6311697674775825E-01 a      1254     1    20     2     4
  1.9453844192072456E-01 a      1255     1    20     2     5
  1.3645869269443442E-01 a      1256     1    20     2     6
 -6.0382218410222999E-01 a      1257     1    20     2     7
 -3.7397153749971983E-02 a      1258     1    20     2     8
  4.3061014122530418E-02 a      1259     1    20     2     9
  3.3294796531432141E-01 a      1260     1    20     2    10
  4.8777955378910159E-01 a      1261     1    20     2    11
 -4.4456542707288926E-01 a      1262     1    20     2    12
 -3.1648495365869433E-01 a      1263     1    20     2    13
  9.1411709574537564E-02 a      1264     1    20     2    14
 -2.7500560076809433E-01 a      1265     1    20     2    15
 -3.7181357873406440E-01 a      1266     1    20     2    16
 -3.4685851720388056E-01 a      1267     1    20     2    17
 -4.4280370400948253E-02 a      1268     1    20     2    18
 -7.3641834267062700E-01 a      1269     1    20     2    19
 -1.7030831751541003E-01 a      1270     1    20     2    20
 -2.3034959623377513E-01 a      1271     1    20     2    21
  1.5853086067617622E-01 a      1272     1    20     2    22
 -8.6823399727331307E-01 a      1273     1    20     2    23
 -1.5741517738227495E-01 a      1274     1    20     2    24
  4.5661389554068760E-02 a      1275     1    20     2    25
 -4.5133684755626619E-01 a      1276     1    21     2     1
 -1.4565273841804685E-01 a      1277     1    21     2     2
  1.3586405318384185E-03 a      1278     1    21     2     3
  6.5343950969607922E-01 a      1279     1    21     2     4
 -2.8765779195721541E-01 a      1280     1    21     2     5
 -1.3860895872001594E-01 a      1281     1    21     2     6
 -3.3625770312541858E-01 a      1282     1    21     2     7
  9.8202676618513618E-02 a      1283     1    21     2     8
 -1.1523478145885700E-01 a      1284     1    21     2     9
  3.3661745454116643E-01 a      1285     1    21     2    10
  2.0580379325102663E-01 a      1286     1    21     2    11
 -9.4337283168130434E-03 a      1287     1    21     2    12
  2.9290991491978485E-01 a      1288     1    21     2    13
 -3.3108858013207587E-01 a      1289     1    21     2    14
  3.2612324078267541E-01 a      1290     1    21     2    15
  5.2126193277088062E-01 a      1291     1    21     2    16
 -7.7341779655617815E-01 a      1292     1    21     2    17
 -7.7947762649289210E-02 a      1293     1    21     2    18
  3.4493271494438556E-03 a      1294     1    21     2    19
 -1.8337611534775822E-01 a      1295     1    21     2    20
 -4.2282605170258009E-01 a      1296     1    21     2    21
  2.2618420709746848E-01 a      1297     1    21     2    22
 -7.4262139483205636E-01 a      1298     1    21     2    23
 -9.7249431981796752E-02 a      1299     1    21     2    24
 -9.1783784370042687E-01 a      1300     1    21     2    25
  1.1739399970593171E-01 a      1301     1    22     2     1
 -2.0874587974661574E-02 a      1302     1    22     2     2
 -2.4733165434351570E-01 a      1303     1    22     2     3
 -4.8485422635135400E-01 a      1304     1    22     2     4
 -1.1061020327335582E+00 a      1305     1    22     2     5
  5.2898118074619124E-02 a      1306     1    22     2     6
  4.3421759209610666E-02 a      1307     1    22     2     7
 -1.4295756018981443E-01 a      1308     1    22     2     8
 -3.5790723463282548E-01 a      1309     1    22     2     9
 -2.4770541106130570E-01 a      1310     1    22     2    10
 -1.7072759518397720E-01 a      1311     1    22     2    11
 -7.2476841896020508E-02 a      1312     1    22     2    12
 -1.6731944498310308E-01 a      1313     1    22     2    13
 -2.2069758853548699E-01 a      1314     1    22     2    14
  2.6488887234937981E-02 a      1315     1    22     2    15
 -3.4731933473271265E-01 a      1316     1    22     2    16
 -1.9304438736714236E-01 a      1317     1    22     2    17
 -1.1868818516198729E-01 a      1318     1    22     2    18
 -3.7200905827829166E-02 a      1319     1    22     2    19
  8.5794603200624694E-02 a      1320     1    22     2    20
  5.1677424379007786E-01 a      1321     1    22     2    21
 -1.0007383918589137E+00 a      1322     1    22     2    22
  7.8992096807158352E-01 a      1323     1    22     2    23
  3.7692438997398298E-02 a      1324     1    22     2    24
  2.3465631440048390E-01 a      1325     1    22     2    25
 -1.7056293489421209E-01 a      1326     1    23     2     1
  1.8764412739104852E-01 a      1327     1    23     2     2
 -6.9969495735048770E-01 a      1328     1    23     2     3
 -3.1204955984955757E-01 a      1329     1    23     2     4
  4.5493452933556133E-01 a      1330     1    23     2     5
 -1.6906409136659445E-01 a      1331     1    23     2     6
 -1.5117450125050490E-02 a      1332     1    23     2     7
  3.1435438524136200E-01 a      1333     1    23     2     8
 -1.3504610425996641E-01 a      1334     1    23     2     9
  3.3898653819538876E-01 a      1335     1    23     2    10
 -6.5160454289664682E-01 a      1336     1    23     2    11
  5.1954716612171464E-02 a      1337     1    23     2    12
  1.1278969571105513E-01 a      1338     1    23     2    13
 -2.8206496070411348E-02 a      1339     1    23     2    14
 -3.4671176494931000E-01 a      1340     1    23     2    15
 -7.9248186882939289E-02 a      1341     1    23     2    16
  1.0583428341622786E-01 a      1342     1    23     2    17
  3.0556018570637666E-01 a      1343     1    23     2    18
 -5.0568637671411232E-01 a      1344     1    23     2    19
 -3.0482061942546956E-03 a      1345     1    23     2    20
  1.9966443307099055E-01 a      1346     1    23     2    21
 -1.1299385189487623E-01 a      1347     1    23     2    22
 -1.1003566884712662E-01 a      1348     1    23     2    23
  6.7088511182507617E-03 a      1349     1    23     2    24
  3.2124414961437436E-01 a      1350     1    23     2    25
 -7.3019278745185567E-01 a      1351     1    24     2     1
 -7.4024561176818549E-02 a      1352     1    24     2     2
 -4.3165915464673804E-01 a      1353     1    24     2     3
  2.7712064903760170E-01 a      1354     1    24     2     4
 -1.5145275534442354E-01 a      1355     1    24     2     5
 -1.7788600649384109E-01 a      1356     1    24     2     6
  1.9382747963198574E-01 a      1357     1    24     2     7
  1.8210305792570985E-01 a      1358     1    24     2     8
  6.2564776496055310E-02 a      1359     1    24     2     9
 -1.3808867721244605E-01 a      1360     1    24     2    10
 -5.7398232945011940E-01 a      1361     1    24     2    11
 -7.9508497843122153E-02 a      1362     1    24     2    12
 -1.3385555383184864E-02 a      1363     1    24     2    13
  1.4408141652109133E-02 a      1364     1    24     2    14
 -2.1472941266688139E-01 a      1365     1    24     2    15
  2.5067997699377365E-01 a      1366     1    24     2    16
  5.0831708982821341E-02 a      1367     1    24     2    17
 -3.6990182547869274E-02 a      1368     1    24     2    18
  2.3133474243599123E-01 a      1369     1    24     2    19
  6.1050169481956751E-01 a      1370     1    24     2    20
  4.1742134603866554E-01 a      1371     1    24     2    21
  2.2211777658295823E-02 a      1372     1    24     2    22
 -6.6188485279761844E-01 a      1373     1    24     2    23
 -1.2412032568722740E-01 a      1374     1    24     2    24
  1.3899125086036081E-02 a      1375     1    24     2    25
  1.0611202039094397E-01 a      1376     1    25     2     1
  1.3541322772511386E-02 a      1377     1    25     2     2
 -4.9426518445340356E-01 a      1378     1    25     2     3
 -5.3857217327315099E-01 a      1379     1    25     2     4
 -2.8565195535258503E-01 a      1380     1    25     2     5
  3.5354751153509700E-01 a      1381     1    25     2     6
  2.0138463242261667E-01 a      1382     1    25     2     7
 -1.7484849685534279E-01 a      1383     1    25     2     8
 -4.1684705715024917E-01 a      1384     1    25     2     9
 -5.7494346711406319E-01 a      1385     1    25     2    10
 -7.0324398978349500E-01 a      1386     1    25     2    11
  5.1102157429467698E-01 a      1387     1    25     2    12
  5.2077526795448269E-02 a      1388     1    25     2    13
 -3.2620260704595638E-01 a      1389     1    25     2    14
 -1.4107917855813432E-02 a      1390     1    25     2    15
  2.9361086324651803E-04 a      1391     1    25     2    16
 -6.3118827363797758E-02 a      1392     1    25     2    17
  3.0797436736248879E-01 a      1393     1    25     2    18
 -1.8166036941119092E-02 a      1394     1    25     2    19
 -5.7404375814392639E-01 a      1395     1    25     2    20
  2.3365491647561649E-02 a      1396     1    25     2    21
 -5.5547026354201434E-01 a      1397     1    25     2    22
  1.5450555204853819E-01 a      1398     1    25     2    23
 -1.8367213156648446E-01 a      1399     1    25     2    24
 -7.0748285854175683E-02 a      1400     1    25     2    25
 -3.9368088829868247E-01 b      1401     2     1
 -2.2157884574319014E-01 b      1402     2     2
  1.6622265889492738E-01 b      1403     2     3
  6.6195141512586575E-01 b      1404     2     4
 -4.6627560127795126E-01 b      1405     2     5
  5.4484874678077566E-01 b      1406     2     6
 -1.0309135448175817E+00 b      1407     2     7
 -3.0517103428200654E-01 b      1408     2     8
 -2.8530928106780312E-01 b      1409     2     9
  5.9430108710117824E-01 b      1410     2    10
  8.4088130949644013E-01 b      1411     2    11
 -2.3318169400902336E-01 b      1412     2    12
  3.9865295752373421E-03 b      1413     2    13
 -3.3522284138032060E-01 b      1414     2    14
  7.5792808724316696E-01 b      1415     2    15
 -1.0512181585309884E-01 b      1416     2    16
  3.5397712995916419E-01 b      1417     2    17
  6.6595823827138423E-01 b      1418     2    18
 -1.5890548809132110E+00 b      1419     2    19
 -9.5161278310901287E-01 b      1420     2    20
 -2.5905095369237729E-01 b      1421     2    21
  4.6941777178457750E-01 b      1422     2    22
 -4.8359018550885979E-01 b      1423     2    23
  2.1274167673578606E-01 b      1424     2    24
 -8.9046646487611036E-01 b      1425     2    25
 -3.4990733421091408E-01 a      1426     2     1     3     1
  5.2719526250754034E-01 a      1427     2     2     3     1
  2.5308039876522503E-01 a      1428     2     3     3     1
 -3.7394487990270397E-01 a      1429     2     4     3     1
 -1.7026850253385162E-01 a      1430     2     5     3     1
 -1.0014232962866119E+00 a      1431     2     6     3     1
  1.2461482220501661E+00 a      1432     2     7     3     1
  1.1514256958409774E+00 a      1433     2     8     3     1
  1.0502742425916785E+00 a      1434     2     9     3     1
  1.5589869169497522E-01 a      1435     2    10     3     1
  1.5375402361105672E-01 a      1436     2    11     3     1
  3.9295214711490428E-01 a      1437     2    12     3     1
 -5.1195118209160428E-01 a      1438     2    13     3     1
 -6.0671426183458321E-01 a      1439     2    14     3     1
 -4.8723568561354141E-01 a      1440     2    15     3     1
 -4.7395322372015902E-01 a      1441     2    16     3     1
 -7.7120097180613811E-01 a      1442     2    17     3     1
 -8.1203605251264488E-01 a      1443     2    18     3     1
  6.0201943201867925E-01 a      1444     2    19     3     1
 -3.3237428576568723E-01 a      1445     2    20     3     1
 -7.7196464128349396E-01 a      1446     2    21     3     1
 -2.2012161384440374E-01 a      1447     2    22     3     1
  2.4113874025355786E-01 a      1448     2    23     3     1
 -3.8501326687330362E-01 a      1449     2    24     3     1
  6.8826673516085235E-01 a      1450     2    25     3     1
 -1.7799361139590703E-01 b      1451     3     1
